park_code,price_type,cost,fee_type,pass_category,description,id 
havo,fee,200.00,Commercial Entrance - Motor Coach,,"The commercial entrance fee for a Road Based Guided Tour is based on vehicle seating capacity. For a 26+ passenger vehicle the user fee is $200. 

Large vehicles, defined as more than 26 feet in length and/or more than eight feet wide, are only allowed to operate on Crater Rim Drive to Kilauea Visitor Center, Kūkamāhuākea (Steam Vents), and Uēkahuna. Mauna Loa Road to the Kīpukapuaulu turnabout.",F1724915-D891-41DD-A2A3-29559BE36235
havo,fee,15.00,Commercial Entrance - Per Person,,"$15 per person for Commercial Non-Road Based Guided Tours. This includes hiking more than one mile on one trail, bird watching on foot for more than one hour at one location, and/or or bicycling tours.",3A330614-A3B7-4E71-A7AE-7246E03D070C
havo,fee,75.00,Commercial Entrance - Van,,The commercial entrance fee for a Road Based Guided Tour is based on vehicle seating capacity. For a 7 to 15 passenger vehicle the user fee is $75.,4D7AC149-E0E2-4FE6-A5B9-7D8A165FC3BA
havo,pass,55.00,,Annual Entrance - Park,"Hawai'i Tri-Park Annual Pass

The annual pass is valid for entrance fees for pass holder and occupants of a single, private, non-commercial vehicle at Hawai'i Volcanoes National Park, Haleakalā National Park, and Puʻuhonua o Hōnaunau National Historical Park. The park is not responsible for misplaced, lost, or stolen cards. This pass does not cover camping fees and is non-transferable and non-refundable.

Hawaiʻi Tri-Park Annual Pass can be purchased at the entrance station or online.",F2616304-12D4-4CD0-A84C-5C0CC778CC2A
hofr,fee,15.00,Entrance - Per Person,,"Entrance to the Home of FDR is by guided tour only.  Tickets are sold on a first come, first served basis.  There are no advanced reservations for individuals.",70F198A7-59C6-45BE-96A7-367C44840E0E
hofr,fee,15.00,Entrance - Per Person,,"The Franklin D. Roosevelt Presidential Library and Museum is open 7 days a week, from 9:00 a.m. to 5:00 p.m. (NOV-MAR) and 9:00 a.m. to 6:00 p.m. (APR-OCT). Online tickets may be purchased at the link below. You will receive an email confirmation after making a purchase (be sure to check your SPAM folder).  Bring this confirmation -- printed or on smart device -- as proof of purchase.",53EDD0B7-F073-4377-B451-6B8D49C0EE96
hofr,fee,10.00,Entrance - Per Person,,"Top Cottage - Monday through Friday until October 18th
Tour - 9:30 AM
Tickets may be purchased in advance at the link listed below.
Tickets that are not sold online will be available for purchase in the Henry A. Wallace Visitor Center on the day of the tour.",BF1D0C5E-9FF0-490E-8AB1-D4957A7E901A
hofr,pass,45.00,,Annual Entrance - Park,The Roosevelt-Vanderbilt 2024 Annual Pass is valid for Entrance Fee at Roosevelt-Vanderbilt NHS for Entrance Fee only for pass holder and three persons (16 or older) when per person fees are charged.  The pass is valid for one year from the date of purchase.,F35FA027-A002-4757-AB3D-51F216EB4180
hove,fee,20.00,Entrance - Private Vehicle,,Entry fee is valid for 7 days and grants entry for driver and passengers in one private vehicle. Does not cover camping costs.,55D5D004-2A3A-4547-9BE4-10935783B7F0
hove,fee,15.00,Entrance - Motorcycle,,"Entry fee admits one private, non-commercial motorcycle and its rider(s). Each motorcycle must purchase separate entry fee. Entry fee is valid for 7 days.",F6FBCE40-D820-4D11-B8CE-7C2311014C0E
hove,fee,10.00,Entrance - Per Person,,Admits one individual with no car. This fee type is typically used for bicyclists and pedestrians. Youth 15 and under are admitted free. Entry fee is valid for 7 days.,994056CC-2F4E-4D0A-9307-1719407FCA50
hove,pass,55.00,,Annual Entrance - Park,"Valid for one year through the month of purchase. Admits one (1) private, non-commercial vehicle or its pass holder to Arches and Canyonlands national parks, and Natural Bridges and Hovenweep national monuments.",71FD886C-313E-414B-BD10-73A421EF830D
inde,fee,1.00,Timed Entry Reservation - Location,,Entrance to Independence Hall requires a guided tour. Tickets are required.,890F8876-C455-4131-8867-165C3114413A
indu,fee,20.00,Entrance - Motorcycle,,"7-Day Park Entrance Fee - Motorcycle

Per motorcycle (valid for 1-7 days from date of purchase)",BE811837-DF31-44FB-8E5B-F76569689748
indu,fee,25.00,Entrance - Private Vehicle,,"7-Day Park Entrance Fee - Family-Size Vehicle

Per private family-sized vehicle (valid for 1-7 days from date of purchase).",3CB16134-6079-410E-966F-F6DB24A6DD5B
indu,fee,15.00,Entrance - Per Person,,"7-Day Per Person Entrance Fee (Organized, non-commercial groups)

Visitors 16 years of age or older who enter on foot, bicycle, boat, or as part of an organized group not involved in a commercial tour.",F17EB403-8E8B-4490-95F6-6063FD44D591
indu,fee,25.00,Commercial Entrance - Sedan,,"Entry for commercial sedans with 6 or less people. 

Cost is $25.00 plus $15 per person (not to exceed next highest rate).",21DD51F0-BFFC-49F5-961E-0F2608EBD51A
indu,fee,40.00,Commercial Entrance - Van,,"Commercial Tour Fee - Van (7-15 persons) - $40.00

Entry for commercial vans with 7-15 people.",7E5BF4FB-38D1-40FF-A27C-E9E021ED3BC6
indu,fee,40.00,Commercial Entrance - Mini-bus,,"Commercial Tour Fee - Mini Bus (16-25 persons) - $40.00

Entry for commercial mini bus with 16-25 people.",1B87A47A-081D-478A-B903-6D2980B7A9BD
indu,fee,100.00,Commercial Entrance - Motor Coach,,"Commercial Tour Fee - Motor Coach (26+ persons) - $100.00
Entry for commercial motor coaches with 26+ persons.",7B90D4D2-48FE-4050-BB88-F074B9293FB7
indu,pass,45.00,,Annual Entrance - Park,"Indiana Dunes National Park Annual Pass

This pass provides entry for the pass owner(s) and passengers in a family-sized vehicle. This pass only works at the Indiana Dunes National Park and is not accepted at the Indiana Dunes State Park.

Passes can be purchased from the Indiana Dunes Visitor Center, seasonally at the West Beach kiosk, or online at recreation.gov.",963EFA9E-6D15-4DCD-B5FA-AE385F064CF7
isro,fee,7.00,Entrance - Per Person,,"$7 per person per day to enter or remain in Isle Royale National Park. Children 15 and younger are exempt.

Visiting Park Headquarters in Houghton, MI does not require a fee.",97BE30E7-736E-4FFA-93DC-291624B52D96
isro,pass,60.00,,Annual Entrance - Park,Isle Royale Season Pass: $60 valid from April 16 through October 31 of the year indicated. Pass covers fees for the pass holder and up to three adults traveling with the pass holder (four total).,10E9A34D-8E10-48FC-961B-C982C6B83868
jame,fee,15.00,Entrance - Per Person,,Adult (16 and older) -$15; good for 7 days entrance to Yorktown Battlefield (and NPS areas at Historic Jamestowne); can be upgraded to see Preservation Virginia areas at Historic Jamestowne for an additional $15 at the Historic Jamestowne Visitor Center. Yorktown Battlefield will not be selling the $30 entrance permit for Historic Jamestowne.,B0D5A08C-4B9B-460D-BE78-A7A5D3E6FF72
jame,pass,45.00,,Annual Entrance - Park,The Colonial annual pass admits passholder and three accompanying adults unlimited admittance to both NPS areas at Historic Jamestowne and Yorktown Battlefield during regular operating hours. Pass is valid for twelve months from the month of purchase. Note: There is an additional $ 15.00 Preservation Virginia entrance fee for each adult entering on the Colonial Pass to Historic Jamestowne to visit the Preservation Virginia historic areas.,4F6D0F01-25A4-4355-9333-904A9A2E6096
jeff,fee,19.00,Timed Entry Reservation - Location,,"Prices vary by date of visit. 

Begin your tour with an interactive pre-boarding experience featuring 60s-inspired animation and Gateway Arch trivia. Then, be transported 630 feet to the top of Arch for exhilarating views. Please allow 45 - 60 minutes for your Tram Ride to the Top experience.

Adult (16 and up): Starting at $15
Child (3-15): Starting at $11
Infant (2 and under): FREE
Park Pass Holder: Starting at $12

Tickets available at www.gatewayarch.com",0D253664-3A5B-472C-86A8-2FF5AF29B2D3
jotr,fee,30.00,Entrance - Private Vehicle,,"7-day vehicle permit, admitting the passengers of a single, non-commercial vehicle on the day of purchase and for the next six days.",7B7735C8-93C7-4219-BF6C-50501E687F0B
jotr,fee,25.00,Entrance - Motorcycle,,"7-day entrance permit, per motorcycle.",92B7E52F-214E-4DB1-A1C4-9106A8154082
jotr,fee,15.00,Entrance - Per Person,,"7-day entrance fee, per person on foot or bike.",F6045D98-FDB9-47FC-AE27-67D3BFABCFB1
jotr,pass,55.00,,Annual Entrance - Park,"This pass is valid for 12 months from the month of purchase. It covers the entrance fee to Joshua Tree National Park for the pass signee and accompanying passengers entering in a single, non-commercial vehicle. Joshua Tree Annual Passes are available at park entrance stations and visitor centers.",A4891A96-80A2-4A55-850F-7D144AE57636
kemo,fee,5.00,Entrance - Private Vehicle,,"The Daily Pass is valid for the date of purchase only. It admits all persons traveling in a single, private, non-commercial vehicle (car/truck/van) and is non-transferable. This pass does NOT guarantee a parking spot.",9CA756E1-942C-4AC9-BC15-35B88133E7FD
kemo,fee,5.00,Entrance - Per Person,,The Daily Pass is valid for the date of purchase only. It admits all walk-in visitors aged 16 and older.,2FDB690A-9306-4D7D-99C7-1C0CA3E70CDE
kemo,fee,0.00,Entrance - Education/Academic Groups,,"To request an Academic Fee Waiver for your group, click on the link for further details.",9DADD29E-46D6-401D-98BD-BCA32CEDE732
kemo,fee,100.00,Commercial Entrance - Motor Coach,,$100 Motor Coach/Commercial Tour Groups with 26 or more people,F14FC13F-C2A0-4489-85A1-A9A59149B2F9
kemo,fee,40.00,Commercial Entrance - Mini-bus,,$40 per passenger bus with 16-25 people,EE0EB06E-1EB9-47C1-A8C3-5DB3C1A9155A
kemo,fee,25.00,Commercial Entrance - Sedan,,$25 per passenger bus/sedan with 1-6 people,BD27FE22-1AF4-4A6A-BBE3-B92046D0AA0F
kemo,pass,40.00,,Annual Entrance - Park,"The Annual Pass is valid for one year from the month of purchase. It admits all persons traveling in a single, private, non-commercial vehicle (car/truck/van) and is non-transferable. This pass does NOT guarantee a parking spot upon arrival.  This can be purchased online, in our Visitor Center, or at any of our 5 Automated Fee Machines located in our major parking lots. A valid debit/credit card will be needed as none of these locations accept cash.  ",9C1832CB-F716-4E41-8468-03586DF274B2
labe,fee,25.00,Entrance - Private Vehicle,,Park Entrance is $25 per vehicle and is good for 7 days.,447EB560-0AF8-456C-A4D5-D7C1C8C5A381
labe,fee,20.00,Entrance - Motorcycle,,Park entrance for motorcycles is $20 per motorcycles and is good for 7 days.,470FB97A-3246-434D-91B1-DC0081247531
labe,fee,15.00,Entrance - Per Person,,Park Entrance is $15 per person and is good for 7 days.,76E2CCBC-6F86-4315-89D0-FF6A0D643F9E
labe,pass,55.00,,Annual Entrance - Park,"Lava Beds National Monument, Crater Lake National Park, Lassen Volcanic National Park, and Whiskeytown National Recreation Area all share an annual pass. It is $55.00 and is valid for a year from the date of purchase.",A380447F-20D3-41EE-8DC5-F0755948A821
lake,fee,25.00,Entrance - Private Vehicle,,Admits a private non-commercial vehicle for 1-7 days.,463770EC-B211-4868-A2D8-8F6DCF405B0F
lake,fee,20.00,Entrance - Motorcycle,,Admits a motorcycle for 1-7 days.,75D8D248-1C20-44C4-AE53-0436C0DE57B2
lake,fee,15.00,Entrance - Per Person,,Admits a single individual walking/bicycling for 1-7 days.,37DB48E5-8600-4895-AED3-7A946722F59D
lake,fee,15.00,Entrance - Non-commercial Groups,,"Admits vehicles at the per person rate for groups using vehicles for 12 or more people. The $15 cost is per person ages 16+, not to exceed the flat rate paid commercial tours for same type of vehicle.",841290E6-07B4-4D10-AC78-0A4924876FF2
lake,fee,0.00,Entrance - Education/Academic Groups,,Admits education/academic groups as long as a fee waiver form is filled out and approved.,E61C8A1F-F4D2-48C6-923E-619C7A28F444
lake,fee,25.00,Commercial Entrance - Sedan,,Admits a sedan of 1-6 people.,C31533E0-6F3C-46E3-AA6C-06CC56CAA37A
lake,fee,50.00,Commercial Entrance - Van,,Admits a van of 7-16 persons.,47716249-1619-44E6-B474-0487DA53B67C
lake,fee,60.00,Commercial Entrance - Mini-bus,,Admits a mini-bus of 16-25 persons.,538EC6FB-8328-4A7C-98DD-65F9A53381C4
lake,fee,150.00,Commercial Entrance - Motor Coach,,Admits a motor coach of 26+ persons.,DD6C28E0-07CE-4964-BF05-B44F6C0B1BF5
lake,pass,45.00,,Annual Entrance - Park,"This pass admits the passholder only into Lake Mead National Recreation Area AND NOT other federal lands. The interagency passes allow access to more than 2,000 federal recreation sites.

Admits passholder and occupants of a single, private non-commercial vehicle. In cases where per person fees are charged, pass is valid for the passholder + 3 adults.1 year from month of purchase. Good through 1 year from month of purchase.",4F1A458A-B76F-42B5-A7FE-0CC5701162F0
lavo,fee,30.00,Entrance - Private Vehicle,,Valid for up to 7 consecutive days from the day of purchase at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.,AAF3A95A-CAEC-4577-8F7B-64EA6C50AF48
lavo,fee,10.00,Entrance - Private Vehicle,,Valid for up to 7 consecutive days at Lassen Volcanic National Park between December 1 and April 15. Payable in-person at park entrances. Self-registration when not staffed.,A4AA1995-171A-4583-8D8F-B6DFCD54FDF5
lavo,fee,25.00,Entrance - Motorcycle,,Valid for one motorcycle regardless of the amount of passengers. Valid for up to 7 consecutive days at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.,24A684E7-0212-4C5D-85A7-43F1B5C56885
lavo,fee,15.00,Entrance - Per Person,,"Per person entrance fee for one entry on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group. Valid for 7 consecutive days at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.",1508986E-10F4-4D21-8458-22762BAC3196
lavo,fee,0.00,Entrance - Education/Academic Groups,,"School groups are eligible for a fee waiver. Applicants must prove they are a bona fide academic institution, provide a written statement confirming that the visit supports a specific curriculum for which academic credit is offered, and provide a written statement identifying the park resources and/or facilities that will be used to support the educational purpose of the visit, and how they are relevant to that purpose.",8DE46916-169F-4092-A1AD-E6CF1F56A158
lavo,fee,25.00,Commercial Entrance - Sedan,,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",94F7D440-D656-4179-BD04-13D175BFE950
lavo,fee,50.00,Commercial Entrance - Van,,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",C3B1A130-7713-493C-A128-388AD1F746E9
lavo,fee,60.00,Commercial Entrance - Mini-bus,,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",9B09502F-9F98-4AA9-BFA3-3A38B6A5C787
lavo,fee,150.00,Commercial Entrance - Motor Coach,,"Valid for up to 7 consecutive days for a vehicle carrying the same group of passengers. A commercial tour is defined as consisting of one or more persons traveling on an itinerary that has been packaged, priced, or sold for leisure or recreational purposes by an organization that realizes financial gain through the provision of the service. The entry fees are based upon the total seating capacity of vehicles regardless of the actual number of passengers. Annual or lifetime passes are not accepted.",E954212B-7E42-4696-8A93-62A78AAEBCCB
lavo,fee,10.00,Entrance - Motorcycle,,Valid for one motorcycle regardless of the amount of passengers. Valid for up to 7 consecutive days at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.,B2730F22-9ECD-4B4B-8339-D8DB1D38F680
lavo,fee,10.00,Entrance - Per Person,,"Per person entrance fee for one entry on foot, bicycle, or for individuals traveling together in a vehicle as a non-commercial, organized group. Valid for 7 consecutive days at Lassen Volcanic National Park. Payable in-person at park entrances. Self-registration when not staffed.",A462AD14-0C15-4D1B-A161-16BEF0291349
lavo,pass,55.00,,Annual Entrance - Park,"The Lassen Volcanic Annual Multi-Park Pass is valid for entrance fees at Lassen Volcanic National Park, Whiskeytown National Recreation Area, Crater Lake National Park, or Lava Beds National Monument.",8414036C-A80C-45A6-8E6D-B69D8CAC3237
lewi,fee,10.00,Entrance - Per Person,,Entrance fees are collected at the Fort Clatsop Visitor Center.,5294F683-43DB-497C-85B2-45FB4481EF02
lewi,pass,35.00,,Annual Entrance - Park,"The annual Oregon Coast Passport covers entry, vehicle parking, and day use fees at all Oregon state and federal fee sites along the Oregon Coast. Valid for 12 months.",5BBC3E83-71EE-4A44-9D9B-C15D78D0C4A8
libi,fee,25.00,Entrance - Private Vehicle,,Private non-commercial vehicle.,A8AF1A12-68EB-42D1-B186-AFBD8FA824D2
libi,fee,20.00,Entrance - Motorcycle,,one motorcycle and passenger,92577751-33E7-4971-9676-42F0EF82E25E
libi,fee,15.00,Entrance - Per Person,,Per person fee,B8AF38FF-BEDB-4ECE-99B8-AEB05AF57002
libi,fee,25.00,Commercial Entrance - Sedan,,"Commercial Rate for a vehicle holds up to 6 people, $25 plus per person.",B1063E45-46A6-4C3A-8258-215DF7D044A4
libi,fee,40.00,Commercial Entrance - Van,,Van holds up to 15 people,41C1C340-03FD-4643-861B-6387CDF5903D
libi,fee,40.00,Commercial Entrance - Mini-bus,,Commercial vehicle that holds up to 25 passengers,97C65975-9911-47C3-B7BC-EAF01B3FCC27
libi,fee,100.00,Commercial Entrance - Motor Coach,,"Commercial Bus $100.00 (26 or more seats, regardless of occupancy)",5882E85E-741A-4C37-9BCC-4E4815D1B360
loea,fee,30.00,Entrance - Per Person,,"The Museum is only accessible by guided tenement apartment tours or neighborhood walking tours and requires the purchase of the appropriate ticket.
The Tenement Museum Does Not Accept NPS Passes. 
As an affiliated National Park Service site the museum does not accept or sell National Park Passes, or any of the America the Beautiful—the National Parks and Federal Recreational Lands Passes.",C230C0D4-2038-4751-9E68-5F3A0572A489
meve,fee,30.00,Entrance - Private Vehicle,,This pass if good for 7 days.,715F0179-88F3-4D88-9CA7-5AA72E4C8C7D
meve,fee,25.00,Entrance - Motorcycle,,This pass is good for 7 days.,2EE88152-48B9-4528-86B1-B76D57074E74
meve,fee,15.00,Entrance - Per Person,,This pass is good for 7 days.,092975D7-27D4-4B5A-B330-06F42F6A7023
meve,fee,20.00,Entrance - Private Vehicle,,"Purchase digital park entrance passes on recreation.gov at no additional cost. Once purchased, passes for Mesa Verde National Park must be printed or saved on your mobile device prior to use. Connectivity is limited in the park, therefore printing the permit or saving it on your phone is highly recommended.

Passes, including the America the Beautiful, National Parks & Federal Recreational Lands Passes, such as the Annual, Access, or Senior pass may be purchased at the entrance station upon arrival.",197503FA-C674-4DC3-9615-95FE5E292665
meve,fee,15.00,Entrance - Per Person,,"Purchase digital park entrance passes on recreation.gov at no additional cost. Once purchased, passes for Mesa Verde National Park must be printed or saved on your mobile device prior to use. Connectivity is limited in the park, therefore printing the permit or saving it on your phone is highly recommended.

Passes, including the America the Beautiful, National Parks & Federal Recreational Lands Passes, such as the Annual, Access, or Senior pass may be purchased at the entrance station upon arrival.",1734DCA2-2100-4816-9DC4-878551F6B239
meve,fee,15.00,Entrance - Motorcycle,,This pass is good for 7 days.,0438E1AE-4372-428F-B9F6-0172B2C5E2EC
meve,pass,55.00,,Annual Entrance - Park,"Details: Fee good for a year, beginning from the date of sale.",ACDF366D-68C6-4F50-940B-D94EBB575AE0
moca,fee,10.00,Entrance - Per Person,,"This entrance fee covers one adult, aged 16 and over, for entrance to Montezuma Castle and Tuzigoot National Monuments for 7 days.",F5B7C788-B7FE-4279-B515-754E44A29BA3
moca,pass,35.00,,Annual Entrance - Park,"$35 annual pass, good for one (1) year.
Will cover the entrance fee at both Montezuma Castle and Tuzigoot National Monuments.
Available to everyone; good for card holder plus 3 adult guests.
Can be obtained in person at Montezuma Castle National Monument, Tuzigoot National Monument, or online at Recreation.gov.
Passes are NON-REFUNDABLE, NON-TRANSFERABLE, and cannot be replaced if lost or stolen.",7B8BB05E-D357-4838-BF85-9E11033C652C
mora,fee,30.00,Entrance - Private Vehicle,,"Grants unlimited entry for one vehicle and passengers for seven consecutive days. Vehicle must be private, noncommercial, and with a seating capacity of 15 or less.",F0F46C82-EBB1-46EB-B9A0-6838F948AD8F
mora,fee,15.00,Entrance - Per Person,,Walk-up or single bicycle fee. Grants unlimited entry for seven consecutive days.,2348183A-CA44-40A5-8A4F-091780B0A57B
mora,fee,25.00,Entrance - Motorcycle,,Grants unlimited entry for one motorcycle and passenger for seven consecutive days.,10D0A66C-7760-4C0A-B9B1-A07A6B806532
mora,fee,30.00,Commercial Entrance - Sedan,,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle. For sedan with 1 to 6 seats, the fee is $30 + $15 per client.",CFCE28F6-36D7-409C-99E5-7DF6133B9718
mora,fee,75.00,Commercial Entrance - Van,,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle.",594CB229-8B05-4EB7-99BD-60DE655841F6
mora,fee,100.00,Commercial Entrance - Mini-bus,,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle.",51EE0157-3124-4B33-A42E-3437ECE61EE5
mora,fee,200.00,Commercial Entrance - Motor Coach,,"These fees are charged only to commercial organizations, such as tour companies. This fee is determined by the seating capacity of the vehicle. NOTE: There are no current road restrictions for unmodified motor coaches of the standard length in the park. However, be aware that roads in the park are steep, narrow, and winding. In particular, it is recommended that RVs and vehicles with trailers longer than 25 feet LOA not travel up the Sunrise Road beyond the White River Campground intersection.",B2BE9588-0A67-4B43-9AE9-F7EACAF6AE80
mora,fee,2.00,Timed Entry Reservation - Location,,"A timed entry reservation is required from May 24-Sept 2, 2024, to enter the Paradise Corridor between 7:00 am-3:00 pm. The Paradise Corridor can be entered from both the Nisqually Entrance in the southwest corner of the park and the Stevens Canyon Entrance in the southeast via SR123.",1F1A9F94-D08C-45AC-BE7F-9470DA1AAF50
mora,fee,2.00,Timed Entry Reservation - Location,,"A timed entry reservation is required from July 4-Sept 2, 2024, to enter the Sunrise Corridor between 7:00 am-3:00 pm. The Sunrise Corridor can be entered from the White River Entrance in the northeast corner of the park via SR410.",F0553286-0A86-4FEC-91AE-128CDA1FA475
mora,pass,55.00,,Annual Entrance - Park,"Grants unlimited entry for one year to pass owner and passengers in a single, private, non-commercial vehicle. This pass does not cover camping fees and is non-transferable and non-refundable. If you already own a valid annual or lifetime pass (Interagency Senior, Annual, Military, etc) you do not need to purchase this pass. NOTE: The Discover Pass is for Washington State Parks only and does not cover Mount Rainier National Park.",7E0150A1-DC72-4D1E-BFB4-543F3C46175B
nabr,fee,20.00,Entrance - Private Vehicle,,"Entry fee admits one private, non-commercial vehicle driver and passengers. Entry fee is valid for 7 days.",7B692E3E-6A8F-4B3C-97E9-4DBC4EF520DB
nabr,fee,15.00,Entrance - Motorcycle,,"Entry fee admits one private, non-commercial motorcycle and its rider(s). Each motorcycle must purchase separate entry fee. Entry fee is valid for 7 days.",1A53A420-15FB-41D5-9799-6710091746AD
nabr,fee,10.00,Entrance - Per Person,,"Admits one individual with no car. This pass is typically used for bicyclists, and pedestrians. Youth 15 and under are admitted free. Entry fee is valid for 7 days.",05D12E53-A565-4810-ACFB-589A97BCEAC7
nabr,pass,55.00,,Annual Entrance - Park,"Valid for one year through the month of purchase. Admits one (1) private, non-commercial vehicle or its pass holder to Arches and Canyonlands national parks, and Natural Bridges and Hovenweep national monuments.",903CDD24-07E6-4B59-A332-7CA97ACC55D9
olym,fee,30.00,Entrance - Private Vehicle,,"Valid for seven consecutive days. Applies to private, non-commercial vehicles (15 passenger capacity or less). The pass covers all vehicle occupants.",7F32B472-2ECC-4620-B48A-ADE0F32D0305
olym,fee,25.00,Entrance - Motorcycle,,"Valid for seven consecutive days. Fee admits one individual on a private, non-commercial motorcycle.",6789F116-3E42-4663-B18E-F04B8CA957B3
olym,fee,15.00,Entrance - Per Person,,"Valid for seven consecutive days. This fee admits one person without a vehicle, including hikers, bicyclists, and pedestrians. Individuals fifteen years or younger are admitted free of charge.",3E764409-98D7-49D0-911E-78A807B8CC29
olym,fee,75.00,Commercial Entrance - Van,,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service.",2AB54561-6A11-4A9D-8813-A04FB5948D75
olym,fee,100.00,Commercial Entrance - Mini-bus,,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service.",62B0D3FA-20B0-4329-94B9-67CD3428529A
olym,fee,200.00,Commercial Entrance - Motor Coach,,"A commercial tour is defined as persons traveling on an itinerary that has been packaged, priced or sold for leisure recreational purposes by an organization that realizes financial gain through the provisions of the service.",85943FCD-4604-4891-9326-7C49F5AB2178
olym,pass,55.00,,Annual Entrance - Park,The Olympic National Park Annual Pass costs $55 and is good for entry into the park for one year from the month of purchase. Passes can be purchased at Olympic National Park visitor centers and entrance stations.,2A4E3071-0FE4-47BE-8BBA-2F5E53050B99
orpi,fee,25.00,Entrance - Private Vehicle,,This fee includes all occupants of a non-commercial vehicle.,2D6D186D-4AE8-4B6D-8579-C6EC451CB0CE
orpi,fee,20.00,Entrance - Motorcycle,,"Motorcycle: $20 
Admits one single, private, non-commercial motorcycle and its passenger(s).",CB2F0500-222D-4331-A054-DB500FF00A19
orpi,fee,15.00,Entrance - Per Person,,"Individuals: $15
This fee applies to bicycles and walk-ins (per person)",D157F075-9104-453F-9C7C-8D114BC076FB
orpi,pass,45.00,,Annual Entrance - Park,Good for one year at Organ Pipe Cactus National Monument for a standard vehicle. Online purchase on Recreation.gov only.,4C46E2B3-83C4-4EF5-984F-EB5023DC653C
pais,fee,25.00,Commercial Entrance - Sedan,,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,9FFF96E3-6E85-4B69-8B5C-B757909A20E3
pais,fee,40.00,Commercial Entrance - Van,,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,81A8FAC8-22D3-42C9-918C-521F1B9F444E
pais,fee,40.00,Commercial Entrance - Mini-bus,,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,7EB423B1-0F53-40F2-89DA-8AEC4DD03AF5
pais,fee,100.00,Commercial Entrance - Motor Coach,,Pass is valid for the day of purchase and the next six days for a vehicle carrying the same group of passengers. The entry fees of commercial tours are based upon the total capacity of vehicles that can carry seven or more passengers regardless of the actual number of passengers.,C93C950B-0946-4DC1-8773-609FA5E4429E
pais,fee,25.00,Entrance - Private Vehicle,,"Admits the passholder and up to 15 passengers in the same private (non-commercial) vehicle. It expires one week from the date of purchase. For private vehicles, this entrance pass is required for overnight camping. 

A 1-day entrance pass is available for $10 per vehicle. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping.",4DE57A61-07FD-45EC-9150-554DF5B54CC7
pais,fee,20.00,Entrance - Motorcycle,,"Admits the passholder and passenger of one motorcycle. It expires one week from the date of purchase. For motorcyclists, this entrance pass is required for overnight camping.

A 1-day entrance pass is available for $5 per motorcycle. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping.",0A188D3E-BDDE-4A62-B874-07CBC38BBE3E
pais,fee,15.00,Entrance - Per Person,,"Admits one individual bicyclist, hiker, or pedestrian visiting the facility without a private vehicle. An individual pass is not required for visitors aged 15 and under. It expires one week from the date of purchase. For an individual, this entrance pass is required for overnight camping. 

A 1-day entrance pass is available for $5 per person. 1-day entrance passes expire at midnight on the date of purchase and are not valid for overnight camping.",CFDD4B80-EF49-4117-BB34-B6148E59B74C
