wheelchair,latitude,longitude,accomm_type,state,name,street,house_number,city,website,phone 
yes,-119.3323813,35.353144,hotel,,Best Western,Trask Street,253,Bakersfield,https://www.bestwestern.com/en_US/book/hotels-in-bakersfield/best-western-heritage-inn/propertyCode.05560.html,+1 661-764-6268
yes,-106.5016218,31.7729319,hotel,TX,Hilton Garden Inn El Paso/University,West University Avenue,111,El Paso,https://hiltongardeninn3.hilton.com/en/hotels/texas/hilton-garden-inn-el-paso-university-ELPGIGI/index.html,+1 915 351 2121
yes,-70.3408559,43.6398069,hotel,ME,Portland Sheraton at Sable Oaks,Sable Oaks Drive,200,South Portland,https://www.marriott.com/hotels/travel/pwmsi-portland-sheraton-at-sable-oaks/,+1-207-871-8000
yes,-76.1866452,36.8440244,hotel,VA,SpringHill Suites Norfolk Virginia Beach,Newtown Road,6350,Norfolk,https://www.marriott.com/hotels/travel/orfnw-springhill-suites-norfolk-virginia-beach/,+1 757-333-3100
yes,-118.263549,33.872504,hotel,CA,Hampton Inn & Suites,East Albertoni Street,767,Carson,https://www.hilton.com/en/hotels/csncahx-hampton-los-angeles-carson-torrance/,+1 310-768-8833
yes,-118.2692234,33.872014,hotel,CA,Extended Stay America,East Albertoni Street,401,Carson,,+13103232080
yes,-76.3019836,36.8851947,hotel,VA,SpringHill Suites Norfolk Old Dominion University,Hampton Boulevard,4500,Norfolk,https://www.marriott.com/orfod,+1 757-423-4100
yes,-77.6110636,43.0866485,hotel,NY,Home2 Suites by Hilton Rochester Henrietta,Jefferson Road,999,Rochester,https://www.hilton.com/en/hotels/rocrhht-home2-suites-rochester-henrietta-ny/,+1 585-272-0090
yes,-75.6931527,36.0682596,hotel,NC,Holiday Inn Express Kitty Hawk - Outer Banks,North Croatan Highway,3915,Kitty Hawk,https://www.ihg.com/holidayinnexpress/hotels/us/en/kitty-hawk/ecgkh/hoteldetail,+1-252-261-4888
yes,-110.9914707,31.8720365,hotel,AZ,Comfort Inn,West Esperanza Boulevard,90,Green Valley,https://www.choicehotels.com/arizona/green-valley/comfort-inn-hotels,+1 520-399-3736
yes,-71.2857546,41.5205526,hotel,,Ramada,East Main Road,425,,,
yes,-117.1506021,32.7651083,hotel,CA,Sheraton Mission Valley San Diego Hotel,Camino del Rio South,1433,San Diego,https://www.marriott.com/hotels/travel/sanvs-sheraton-mission-valley-san-diego-hotel/,+1 619 260 0111
yes,-123.0609119,44.0454279,hotel,OR,Holiday Inn Express Hotel & Suites Eugene,Franklin Boulevard,2117,Eugene,https://www.ihg.com/holidayinnexpress/hotels/us/en/eugene/eugor/hoteldetail,+1-541-342-1243
yes,-97.8025416,30.4746748,hotel,TX,Home2 Suites,183A Toll Road,14022,Cedar Park,https://www.hilton.com/en/hotels/auscdht-home2-suites-austin-cedar-park-tx/,+1 512-610-2107
yes,-118.4022995,37.3609812,hotel,CA,Days Inn by Wyndham Bishop,West Line Street,724,Bishop,https://www.wyndhamhotels.com/days-inn/bishop-california/days-inn-bishop/overview,+1 760-784-9050
yes,-74.9619899,40.1237205,hotel,PA,Sleep Inn & Suites,East Street Road,3427,Bensalem,https://www.choicehotels.com/pennsylvania/bensalem/sleep-inn-hotels/pa294,+1 855-849-1513
yes,-118.4724652,33.9869513,hotel,CA,Hotel Erwin Venice Beach,Pacific Avenue,1697,Venice,https://www.hotelerwin.com/,+1 310 452 1111
yes,-74.9646917,40.1255009,hotel,PA,Quality Inn & Suites,East Street Road,3671,Bensalem,https://www.choicehotels.com/pennsylvania/bensalem/quality-inn-hotels/pa491,+1 215-245-0111
yes,-72.7004932,41.6042513,hotel,CT,,Berlin Road,100,Cromwell,,+1 860 635 2000
yes,-118.3908277,33.9466336,hotel,CA,Sheraton Gateway Los Angeles Hotel,West Century Boulevard,6101,Los Angeles,https://www.marriott.com/hotels/travel/laxsi-sheraton-gateway-los-angeles-hotel/,+1-310-642-1111
yes,-83.572876,35.8004738,hotel,TN,"The Wayback, Pigeon Forge, A Tribute Portfolio Hotel",Parkway,2760,Pigeon Forge,https://www.marriott.com/en-us/hotels/tyspt-the-wayback-pigeon-forge-a-tribute-portfolio-hotel/overview/,+1 865 428 7500
yes,-83.5607696,35.7953381,hotel,TN,"Black Fox Lodge Pigeon Forge, Tapestry Collection by Hilton",Parkway,3171,Pigeon Forge,https://www.hilton.com/en/hotels/tysirup-black-fox-lodge-pigeon-forge/,
yes,-118.4538156,33.9875087,hotel,CA,The Kinney Venice Beach,West Washington Boulevard,737,Marina Del Rey,,
limited,-68.320813,44.2933956,hotel,ME,The Birches Bed & Breakfast and Cottages,Fernald Point Road,44,Southwest Harbor,http://thebirchesbnb.com,+1-207-244-5182
yes,-76.4981847,38.9781742,hotel,MD,Graduate Annapolis,West Street,126,Annapolis,https://www.graduatehotels.com/annapolis/,+1-410-263-7777
yes,-83.6257649,41.3732174,hotel,OH,Fairfield Inn & Suites Bowling Green,East Wooster Street,1544,Bowling Green,https://www.marriott.com/hotels/travel/tolbg-fairfield-inn-and-suites-bowling-green/,+1 419-352-0033
yes,-81.4631554,41.3951196,hotel,OH,Hampton Inn,Enterprise Parkway,6035,Solon,https://www.hilton.com/en/hotels/cleslhx-hampton-cleveland-solon/,+1 440-542-0400
yes,-81.463226,41.393404,hotel,OH,Homewood Suites,Enterprise Parkway,6085,Solon,,
yes,-114.0632004,40.7375711,hotel,NV,Rainbow Hotel and Casino,Wendover Boulevard,1045,West Wendover,https://wendoverfun.com/,800-217-0049
limited,-77.4866044,39.6596414,camp_site,,Owens Creek Campground,,,,https://www.nps.gov/cato/planyourvisit/campgrounds.htm,
yes,-111.9609233,40.6960878,hotel,UT,Embassy Suites by Hilton Salt Lake West Valley City,South Market Street,3524,West Valley City,https://embassysuites3.hilton.com/en/hotels/utah/embassy-suites-by-hilton-salt-lake-west-valley-city-SLCSMES/index.html,+1 801-963-4760
yes,-118.3962816,33.9825174,hotel,CA,Hilton Los Angeles Culver City,West Centinela Avenue,6161,Culver City,https://www.hilton.com/en/hotels/laxwehh-hilton-los-angeles-culver-city/,+1-310-649-1776
yes,-118.3936371,33.9831808,hotel,CA,Four Points,Green Valley Circle,5990,Culver City,http://www.fourpointslosangeleswestside.com/,310-641-7740
yes,-96.8589634,33.0815788,hotel,TX,Residence Inn Dallas Plano/The Colony,Cascades Court,6600,The Colony,https://www.marriott.com/en-us/hotels/dalco-residence-inn-dallas-plano-the-colony/overview/,+1 214 469 1155
yes,-96.8578447,33.0819894,hotel,TX,Fairfield Inn & Suites Dallas Plano/The Colony,Stone Creek Drive,5909,The Colony,https://www.marriott.com/en-us/hotels/daltc-fairfield-inn-and-suites-dallas-plano-the-colony/overview/,+1 972-370-7732
yes,-81.6956676,41.5027381,hotel,OH,Hilton Cleveland Downtown,Lakeside Avenue East,100,Cleveland,https://www.hilton.com/en/hotels/cledohh-hilton-cleveland-downtown/,+1-216-413-5000
yes,-77.7663584,39.3167598,hotel,,Clarion Inn Conference Center,,,,,
yes,-77.7643359,39.31438,caravan_site,,Harpers Ferry Civil War Battlefields KOA,,,,,
yes,-107.9270848,44.0201072,hotel,WY,Comfort Inn Worland Hwy 16 to Yellowstone,North Road 11,100,Worland,https://www.choicehotels.com/wyoming/worland/comfort-inn-hotels,+1 307-347-9898
yes,-96.8437648,32.9528986,hotel,TX,Hilton Garden Inn Dallas/Addison,Belt Line Road,4090,Addison,https://www.hilton.com/en/hotels/dalahgi-hilton-garden-inn-dallas-addison/,
yes,-87.7469646,41.7725881,hotel,IL,Hyatt Place Chicago/Midway Airport,South Cicero Avenue,6550,Bedford Park,https://chicagomidwayairport.place.hyatt.com/en/hotel/home.html,
yes,-89.3848079,43.072978,hotel,WI,Best Western Premier Park Hotel,,22,Madison,,
yes,-80.7877752,32.1250247,hotel,,Marriott's Monarch at Sea Pines,,,,,
yes,-80.7296553,32.1822612,hotel,,Disney's Hilton Head Island Resort,,,,,
yes,-80.71718,32.1668261,hotel,SC,Marriott Hilton Head Resort & Spa,Hotel Circle,1,Hilton Head Island,https://www.marriott.com/hotels/travel/hhhgr-hilton-head-marriott-resort-and-spa/?scid=bb1a189a-fec3-4d19-a255-54ba596febe2,+1-843-686-8400
yes,-94.8291043,29.2678134,hotel,TX,Baymont Inn & Suites Galveston,63rd Street,2826,Galveston,https://www.wyndhamhotels.com/baymont/galveston-texas/baymont-inn-and-suites-galveston/overview,+1 409-744-3000
yes,-118.2678533,34.0518233,hotel,CA,The Mayfair Hotel,West 7th Street,1256,Los Angeles,https://themayfair.thelosangeleshotels.com/en/,+1-213-632-1200
yes,-111.3472795,41.8466406,camp_site,,Willow Campground,,,,https://stateparks.utah.gov/parks/bear-lake/,+1-435-946-3343
yes,-111.3441868,41.8458166,caravan_site,,Birch Campground,,,,https://stateparks.utah.gov/parks/bear-lake/,+1-435-946-3343
yes,-111.3401209,41.8458145,camp_site,,Cottonwood Campground,,,,https://stateparks.utah.gov/parks/bear-lake/,+1-435-946-3343
yes,-111.3353721,41.8450523,caravan_site,,Big Creek Campground,,,,https://stateparks.utah.gov/parks/bear-lake/,+1-435-946-3343
yes,-118.3009884,34.0621539,hotel,,The Line,Wilshire Boulevard,3515,Los Angeles,https://www.thelinehotel.com/,+1 2133817411
yes,-118.2608398,34.0470169,hotel,CA,O Hotel,South Flower Street,819,Los Angeles,,
yes,-122.9466021,45.3194187,hotel,OR,Allison Inn,Allison Lane,2525,Newberg,https://www.theallison.com/,+1-503-554-2525
yes,-105.1357256,39.5768683,hotel,CO,Homewood Suites by Hilton Denver - Littleton,Shaffer Parkway,7630,Littleton,https://www.hilton.com/en/hotels/denlihw-homewood-suites-denver-littleton/,+1 720 981 4763
yes,-147.7323755,65.0844177,camp_site,,Whitefish Campground & Boat Launch,,,,https://dnr.alaska.gov/parks/aspunits/northern/whitefish.htm,
yes,-83.0274917,42.5399355,hotel,,Extended Stay America,,,,https://www.extendedstayamerica.com,+1-800-804-3724
yes,-115.1835432,36.0996213,hotel,NV,Hampton Inn Tropicana,Dean Martin Drive,4975,Las Vegas,https://www.hilton.com/en/hotels/lasinhx-hampton-tropicana/,+1 702-948-8100
yes,-105.02463,40.5218866,hotel,CO,Hilton Garden Inn,East Harmony Road,2821,Fort Collins,https://www.hilton.com/en/hotels/fnlfcgi-hilton-garden-inn-fort-collins/,+1 970-225-2900
yes,-83.0524067,40.0074266,hotel,OH,Homewood Suites by Hilton®,West Lane Avenue,1576,Columbus,https://www.hilton.com/en/hotels/cmhlahw-homewood-suites-columbus-osu-oh/,+1-614-488-1500
yes,-118.3455001,34.1558636,hotel,CA,Hotel Amarano Burbank-Hollywood,North Pass Avenue,322,Burbank,https://hotelamarano.com/,+1-818-842-8887
yes,-80.8898401,35.1594467,hotel,NC,Sonesta Charlotte Executive Park,Westpark Drive,5700,Charlotte,https://www.sonesta.com/sonesta-hotels-resorts/nc/charlotte/sonesta-charlotte-executive-park/,+1-704-527-9650
yes,-89.9935182,38.6006034,hotel,IL,Fairfield Inn,Ludwig Drive,140,Fairview Heights,,
yes,-111.4871103,40.542147,camp_site,,Cottonwood Campground,,,,https://stateparks.utah.gov/parks/wasatch-mountain/,+1-435-654-1791
yes,-117.2372696,47.6726754,hotel,WA,Comfort Inn & Suites,East Mission Avenue,12415,Spokane Valley,https://www.choicehotels.com/washington/spokane-valley/comfort-inn-hotels,+1 509-926-7432
limited,-110.255268,36.726258,hotel,AZ,Wetherill Inn,Main Street,1000,Kayenta,https://www.wetherill-inn.com/,+1 (928) 697-3231
yes,-73.7022936,42.6246759,hotel,NY,Hampton Inn & Suites Albany-East Greenbush,Hampton Inn Road,25,East Greenbush,https://www.hilton.com/en/hotels/albeghx-hampton-suites-albany-east-greenbush/,+1 518-477-9700
yes,-80.264892,25.7811603,hotel,FL,Sonesta Miami Airport,NW LeJeune Road,950,Miami,https://www.sonesta.com/sonesta-hotels-resorts/fl/miami/sonesta-miami-airport/,+1-305-446-9000
yes,-80.1240433,25.8060916,hotel,FL,The Palms Hotel & Spa,Collins Avenue,3025,Miami Beach,https://www.thepalmshotel.com/,3055340505
yes,-80.1237198,25.8067306,hotel,FL,RIU Plaza,Collins Avenue,3101,Miami Beach,https://www.riu.com/en/hotel/usa/miami-beach/hotel-riu-plaza-miami-beach/,+1-305-673-5333
yes,-157.8312069,21.2833603,hotel,HI,Hotel Le Croix,Kalākaua Avenue,2070,Honolulu,https://lacroixwaikiki.com/,+1-808-942-6006
yes,-80.3359657,25.8038912,hotel,FL,Holiday Inn Miami-Doral Area,Northwest 87th Avenue,3225,Miami,https://www.ihg.com/holidayinn/hotels/us/en/miami/miawc/hoteldetail,+1 305-500-9000
yes,-108.542208,39.1128293,hotel,CO,DoubleTree by Hilton Grand Junction,Horizon Drive,743,Grand Junction,https://www.hilton.com/en/hotels/gjtdtdt-doubletree-grand-junction/,+1-970-241-8888
yes,-108.7394733,39.1528412,hotel,CO,La Quinta Inn,Raptor Road,570,Fruita,https://www.wyndhamhotels.com/laquinta/fruita-colorado/la-quinta-fruita/overview,+1 970-858-8850
yes,-79.9794748,37.3090229,hotel,VA,Residence Inn Roanoke Airport,Ordway Drive,3305,Roanoke,https://www.marriott.com/en-us/hotels/roari-residence-inn-roanoke-airport/overview/,+1 540-265-1119
yes,-121.487014,38.5765003,hotel,CA,Residence Inn by Marriott Sacramento Downtown at Capitol Park,15th Street,1121,Sacramento,https://www.marriott.com/en-us/hotels/sacdt-residence-inn-sacramento-downtown-at-capitol-park/overview/,+1-916-443-0500
yes,-81.5944753,28.3413414,hotel,FL,Maingate Lakeside Resort,West Irlo Bronson Memorial Highway,7769,Kissimmee,https://www.maingatelakesideresort.com/,
yes,-118.4906468,36.0664637,camp_site,,Lower Peppermint Campground,,,,https://www.fs.usda.gov/recarea/sequoia/recarea/?recid=79794,
yes,-111.914291,41.1394199,hotel,UT,Best Western Plus Canyon Pines,Highway 89,6650,South Ogden,https://www.bestwestern.com/en_US/book/hotel-rooms.45083.html,+1-801-675-5534
yes,-95.362962,29.9375309,hotel,,Extended Stay America,North Sam Houston Parkway East,1500,,,
yes,-118.3967155,33.9006685,hotel,,The Belamar Hotel,,,,,
yes,-92.2726232,34.7441127,hotel,AR,AC Hotel by Marriott Little Rock Downtown,West Capitol Avenue,201,Little Rock,https://www.marriott.com/en-us/hotels/litar-ac-hotel-little-rock-downtown/overview/,+1-501-500-8700
yes,-118.501096,34.0187997,hotel,CA,Huntley Santa Monica Beach,Second Street,1111,Santa Monica,https://www.thehuntleyhotel.com/,+1 310-394-5454
yes,-118.3518896,33.9304961,hotel,CA,Candlewood Suites Lax Hawthorne,Hawthorne Blvd,11410,"Hawthorne,",,
yes,-144.9272214,63.8193895,camp_site,,Gerstle River Wayside,,,,,
yes,-79.9361438,32.7883974,hotel,SC,Hampton Inn & Suites,Meeting Street,345,Charleston,https://www.hilton.com/en/hotels/chshdhx-hampton-charleston-historic-district/,+1 843-723-4000
yes,-118.3283731,33.3456509,hotel,,Seaport Village Inn,Maiden Lane,119,Avalon,https://seaportvillageinn.com/,310-510-0344
limited,-106.8084601,41.460437,caravan_site,WY,Deer Haven RV Park,North 1st Street,706,Saratoga,https://deerhavenrv.com,+1-307-326-8746
yes,-96.9672699,34.5047587,camp_site,,Central Campground,,,,,
yes,-96.9586799,34.5016115,camp_site,,Cold Spring Campground,,,,,
yes,-79.9336728,32.7864723,hotel,SC,Courtyard - Charleston Historical District,Calhoun Street,125,Charleston,https://www.marriott.com/chshd,+1 843-805-7900
yes,-74.8706737,40.1874987,hotel,PA,SpringHill Suites Philadelphia Langhorne,North Bucks Town Drive,200,Langhorne,https://www.marriott.com/hotels/travel/phlsp-springhill-suites-philadelphia-langhorne/,+1 215-891-5501
yes,-111.1029882,44.66085,hotel,MT,Stage Coach Inn,Madison Avenue,209,West Yellowstone,http://yellowstoneinn.com/,+1-406-646-7381
yes,-78.7490483,42.0916017,camp_site,,Red House Campground,,,,,
yes,-111.2601136,40.314376,camp_site,,Lodge Pole Campground,,,,https://www.fs.usda.gov/recarea/uwcnf/recarea/?recid=9444,+1-435-654-0470
limited,-92.3971395,43.698031,hotel,MN,America's Best Value Inn & Suites,North Broadway Avenue,745,Spring Valley,http://americasbestvalueinn.com/bestv.cfm?idp=2202,+1-507-346-7788
yes,-81.024457,36.3845503,camp_site,,Stone Mountain Group Campground,,,,,
limited,-73.153416,43.0747684,hotel,VT,The Arlington Inn,State Route 7A,3904,Arlington,https://www.arlingtoninn.com,+1 802 375 6532
yes,-118.3080117,34.1791332,hotel,CA,Hotel Burbank,East Angeleno Avenue,150,Burbank,https://oso.co/locations/hotel-burbank/,+1 818-841-4770
yes,-80.0588618,26.4624909,hotel,FL,Opal Grand Oceanfront Resort & Spa,North Ocean Boulevard,10,Delray Beach,https://www.opalcollection.com/opal-grand/,+1-561-274-3200
yes,-82.6486967,27.3990928,hotel,FL,Zota Beach Resort,Gulf of Mexico Drive,4711,Longboat Key,https://www.opalcollection.com/zota/,+1-941-383-2451
yes,-96.7957044,32.7868974,hotel,TX,Dallas Marriott City Center,North Pearl Street,650,Dallas,https://www.marriott.com/hotels/travel/daldt-dallas-marriott-city-center/,+1-214-979-9000
yes,-97.7185542,30.3991973,hotel,TX,Home2 Suites,Esperanza Crossing,2800,Austin,https://www.hilton.com/en/hotels/austdht-home2-suites-austin-north-near-the-domain/,+1 512-339-2400
yes,-112.5088607,45.9544537,hotel,MT,Copper King Hotel & Convention Center,Harrison Avenue,4655,Butte,https://copperkinghotel.com,+1-406-565-5001
yes,-77.0959347,38.9912274,hotel,MD,"The Bethesdan Hotel, Tapestry Collection by Hilton",Wisconsin Avenue,8120,Bethesda,https://www.hilton.com/en/hotels/wasbaup-the-bethesdan-hotel/,+1-301-652-2000
yes,-156.4699007,20.8911328,hotel,HI,Maui Seaside Hotel,West Kaahumanu Avenue,100,Kahului,https://www.mauiseasidehotel.com/,+1-808-877-3311
limited,-156.4717984,20.8905421,hotel,HI,Maui Beach Hotel,West Kaahumanu Avenue,170,Kahului,https://www.mauibeachhotel.com/,+1-808-877-0051
limited,-91.6661838,45.2927373,camp_site,,Chetek River Campground,,,,https://chetekriver.com/,
yes,-87.277546,36.6013552,hotel,TN,Atrium Inn & Suites,Alfred Thun Road,275,Clarksville,https://www.bestwestern.com/en_US/book/hotel-detailsa.43181.html,+1 931-919-4998
yes,-87.2794235,36.6002493,hotel,TN,Hilton Garden Inn,Alfred Thun Road,290,Clarksville,https://www.hilton.com/en/hotels/bnacvgi-hilton-garden-inn-clarksville/,+1-931-647-1096
yes,-90.6763229,38.6998407,hotel,MO,Research Park Inn St Louis West – Chesterfield,Research Park Circle,32,St. Charles,,
yes,-74.1639579,40.0560267,hotel,NJ,Hilton Garden Inn,Highway 70 West,1885,Lakewood,https://www.hilton.com/en/hotels/ewrlwgi-hilton-garden-inn-lakewood/,+1 732-262-5232
yes,-83.337126,41.9051813,caravan_site,,,,,,,
yes,-104.9878678,39.7441077,hotel,CO,"The Brown Palace Hotel and Spa, Autograph Collection",17th Street,321,Denver,https://www.brownpalace.com,+1-303-297-3111
yes,-111.6404533,40.1891178,caravan_site,UT,Springville / Provo KOA,North 1750 West Street,550,Springville,https://koa.com/campgrounds/springville-provo/,+1-801-491-0700
yes,-87.2899647,36.5963376,hotel,TN,Comfort Suites,Fair Brook Place,115,Clarksville,https://www.choicehotels.com/tennessee/clarksville/mainstay-hotels/,+1-931-648-3400
yes,-87.2865385,36.600947,hotel,TN,Value Place,Kennedy Lane,675,Clarksville,https://www.woodspring.com/extended-stay-hotels/locations/tennessee/clarksville-tn-ft-campbell/,+1-931-572-1446
limited,-73.985774,40.7543894,hotel,,LUMA Hotel Times Square,West 41st Street,120,New York,https://www.lumahotels.com/times-square,+1 212-730-0099
limited,-111.6068156,35.2104352,hotel,AZ,Travelodge,East Route 66,2918,Flagstaff,,+1 928-526-3595
yes,-149.8498831,60.4903715,caravan_site,,Kenai Princess RV Park,,,,,
yes,-72.3957951,41.0966522,hotel,NY,Sound View Greenport,County Road 48,58775,Greenport,https://soundviewgreenport.com/,+1 631 477 1910
yes,-87.2824083,36.5969507,hotel,TN,Red Roof Inn,Holiday Drive,197,Clarksville,https://www.redroofinnclarksvilletn.com/,+1-931-905-1555
yes,-87.2828633,36.5963389,hotel,TN,Super 8 Clarksville-Northeast,Holiday Drive,201,Clarksville,https://www.wyndhamhotels.com/super-8/clarksville-tennessee/super-8-clarksville-northeast,+1 931-645-6300
yes,-87.2811541,36.5962248,hotel,TN,Microtel Inn & Suites,Holiday Drive,241,Clarksville,https://www.wyndhamhotels.com/microtel/clarksville-tennessee/microtel-inn-and-suites-clarksville/,+1-931-905-1505
yes,-87.2804595,36.5959041,hotel,TN,La Quinta Inn & Suites,Holiday Drive,251,Clarksville,https://www.wyndhamhotels.com/laquinta/clarksville-tennessee/la-quinta-clarksville/overview,+1 931-906-0606
yes,-87.2851318,36.5956661,hotel,TN,GuestHouse Clarksville,Clay Lewis Road,3083,Clarksville,https://www.redlion.com/clarksville,+1-931-552-8060
yes,-87.2840407,36.5955809,hotel,TN,Baymont Inn & Suites Clarksville Northeast,Holiday Drive,190,Clarksville,https://www.wyndhamhotels.com/baymont/clarksville-tennessee/baymont-inn-and-suites-clarksville-northeast/overview,+1 931-552-2255
yes,-87.2821862,36.595216,hotel,TN,Gateway Inn & Suites Clarksville,Holiday Drive,250,Clarksville,https://www.gatewaysuitesclarksville.com/,+1-931-552-3330
yes,-87.2814096,36.5951165,hotel,TN,Howard Johnson,Holiday Drive,254,Clarksville,https://www.wyndhamhotels.com/hojo/clarksville-tennessee/howard-johnson-clarksville-tennessee/overview,+1-931-552-2663
yes,-146.3611802,64.9049577,camp_site,,Tors Trail Campground,,,,,
yes,-87.0439919,41.575536,hotel,IN,Hilton Garden Inn Chesterton,Gateway Boulevard,501,Chesterton,https://www.hilton.com/en/hotels/chictgi-hilton-garden-inn-chesterton/,+1 219-983-9500
yes,-110.9331064,32.1258945,hotel,AZ,Baymont Inn & Suites Tucson Airport,South Tucson Boulevard,6955,Tucson,https://www.wyndhamhotels.com/baymont/tucson-arizona/baymont-inn-and-suites-tucson-airport/overview,+1 520-314-9249
yes,-120.8480885,47.6070453,camp_site,,Ida Creek Campground,,,,https://www.fs.usda.gov/recarea/okawen/recarea/?recid=58815,
yes,-90.0648513,29.9514008,hotel,,The Westin New Orleans Canal Place,,,,https://www.starwoodhotels.com/westin/property/overview/index.html?propertyID=1763,
yes,-95.9355211,41.2694721,hotel,NE,Fairfield Inn & Suites Omaha Downtown,Nicholas Street,1501,Omaha,https://www.marriott.com/omafd,+1-402-280-1516
yes,-84.3890072,33.7764427,hotel,,Georgia Tech Hotel and Conference Center,,,,,
limited,-120.1261898,37.843553,camp_site,,Shabsters Tent Cabin,,,,,
yes,-95.6292969,36.3119481,caravan_site,,Claremore Expo Center RV Park,,,,http://www.claremorecity.com/162/RV-Park,+1 918 342 5357
yes,-122.2424236,37.7245156,hotel,CA,Hampton Inn and Suites Oakland Airport - Alameda,Harbor Bay Parkway,1660;1700,Alameda,https://www.hilton.com/en/hotels/oakamhx-hampton-suites-oakland-airport-alameda/,+1 510-521-4500
yes,-111.5874429,40.9249642,camp_site,,Dixie Creek Campground,,,,,
yes,-111.5817609,40.8771692,camp_site,,River's Edge Group Campground,,,,https://stateparks.utah.gov/parks/east-canyon/park-fees/,
yes,-87.2863409,36.5931317,hotel,TN,Home2 Suites by Hilton Clarksville/Fort Campbell,Mister C Drive,3020,Clarksville,https://www.hilton.com/en/hotels/ckvfcht-home2-suites-clarksville-ft-campbell/,+1 931-645-7771
yes,-87.2834911,36.5944256,hotel,TN,Hampton Inn & Suites,Clay Lewis Road,3091,Clarksville,https://www.hilton.com/en/hotels/ckvtnhx-hampton-suites-clarksville/,+1-931-378-6070
yes,-87.2846854,36.5939659,hotel,TN,Candlewood Suites Clarksville,Clay Lewis Road,3050,Clarksville,https://www.ihg.com/candlewood/hotels/us/en/clarksville/ckvtn/hoteldetail,+1-931-906-0900
yes,-96.7973308,32.7893398,hotel,TX,"HALL Arts Hotel Dallas, Curio Collection by Hilton",Leonard Street,1717,Dallas,https://hallartshotel.com,+1-214-953-1717
yes,-122.6736236,45.5074324,hotel,OR,Hyatt House Portland/Downtown,South River Drive,2080,Portland,https://www.hyatt.com/en-us/hotel/oregon/hyatt-house-portland-downtown/pdxxd,+1 503-241-2775
yes,-118.3077181,34.1775064,hotel,CA,Residence Inn,South Ikea way,321,Burbank,https://www.marriott.com/burri,+1 818-260-8787
yes,-71.2362613,42.5087556,hotel,MA,DoubleTree by Hilton Hotel,Middlesex Turnpike,44,Bedford,https://www.hilton.com/en/hotels/bosbfdt-doubletree-boston-bedford-glen/,+1-781-275-5500
yes,-118.5652425,34.3755857,hotel,CA,La Quinta Inn & Suites Santa Clarita - Valencia,The Old Road,25201,Stevenson Ranch,https://www.wyndhamhotels.com/laquinta/stevenson-ranch-california/la-quinta-santa-clarita-valencia/overview,+1 661-286-1111
limited,-118.5291027,34.378839,hotel,,,,,,,
yes,-118.581044,34.4216752,hotel,,Holiday Inn Express & Suites,,,,,
yes,-118.1714583,34.7012804,hotel,CA,Hampton,Double Play Way,2300,Lancaster,https://hamptoninn3.hilton.com/en/hotels/california/hampton-inn-and-suites-lancaster-PDLLCHX/index.html,+1 661-940-9194
yes,-81.4298311,40.8954708,hotel,OH,Embassy Suites Akron-Canton Airport,Freedom Avenue,7883,North Canton,https://www.hilton.com/en/hotels/caknaes-embassy-suites-akron-canton-airport/,
yes,-85.2538394,41.029583,hotel,,Staybridge Suites,,,,,
yes,-94.1910782,36.0558988,hotel,,Candlewood Suites,West Martin Luther King Junior Boulevard,2270,Fayetteville,,
yes,-87.9181206,43.0547276,hotel,WI,Days Inn & Suites by Wyndham Milwaukee,North 6th Street,1840,Milwaukee,https://www.wyndhamhotels.com/days-inn/milwaukee-wisconsin/days-inn-and-suites-milwaukee/overview,+1 414-265-5629
yes,-95.7962128,36.0746371,hotel,OK,La Quinta Inn & Suites,West Albany Street,451,Broken Arrow,https://www.wyndhamhotels.com/laquinta/broken-arrow-oklahoma/la-quinta-tulsa-broken-arrow/overview,+1 918-615-3400
yes,-82.422432,38.3955565,hotel,WV,Fairfield Inn & Suites Huntington,Kinetic Drive,536,Huntington,https://www.marriott.com/htshn,
yes,-86.9255432,38.1168596,hotel,IN,Santa's Lodge,W Christmas Blvd,91,Santa Claus,https://www.santaslodge.com/,
yes,-81.3496278,41.111497,hotel,OH,Holiday Inn Express,Sanctuary View Drive,1215,Kent,https://www.ihg.com/holidayinnexpress/hotels/us/en/kent/cakkn/hoteldetail,+1 330-673-9200
limited,-81.3467409,41.109184,hotel,OH,Hampton Inn,State Route 43,4406,Kent,https://www.hilton.com/en/hotels/cakkthx-hampton-kent-akron-area/,+1 330-673-8555
yes,-77.0315742,38.9051023,hotel,DC,Hotel Zena Washington DC,14th Street Northwest,1155,Washington,https://www.viceroyhotelsandresorts.com/zena,+1-202-737-1200
yes,-98.4395099,35.9358871,camp_site,,Turkey Roost,,,,,
yes,-80.0147899,32.8655728,hotel,SC,Residence Inn,International Boulevard,5035,North Charleston,https://www.marriott.com/chsno,+1 843-266-3434
yes,-73.9826387,40.6874504,hotel,,Holiday Inn Brooklyn Downtown,Schermerhorn Street,300,,https://www.ihg.com/holidayinn/hotels/us/en/brooklyn/lgabr/hoteldetail,+1-718-624-2211
yes,-90.0388806,30.3404628,camp_site,,Fontainebleau Campground,,,,,
yes,-122.6826647,45.5144429,hotel,OR,"Hotel Vance, Portland",Southwest Broadway,1455,Portland,https://www.marriott.com/hotels/travel/pdxtx-hotel-vance-portland-a-tribute-portfolio-hotel/,+1 503-334-2167
